student_id,subject_id,exam_type,marks_obtained,max_marks,attendance,exam_date
S00799,SUB004,IA2,86,100,65,2026-01-21
S00799,SUB005,IA2,60,100,72,2026-01-16
S00799,SUB006,IA2,30,100,62,2026-01-31
S00799,SUB007,Lab,45,100,76,2026-03-08
S00799,SUB008,IA2,84,100,70,2026-01-21
S00799,SUB009,IA2,87,100,84,2026-02-03
S00799,SUB010,IA1,74,100,87,2026-03-03
S00800,SUB001,IA1,37,100,79,2026-01-24
S00800,SUB002,IA1,82,100,96,2026-02-26
S00800,SUB003,IA1,39,100,93,2026-03-08
S00800,SUB004,EndSem,68,100,61,2026-01-31
S00800,SUB005,Lab,82,100,77,2026-02-13
S00800,SUB006,IA1,84,100,89,2026-02-28
S00800,SUB007,IA1,70,100,68,2026-02-23
S00800,SUB008,EndSem,44,100,69,2026-01-27
S00800,SUB009,EndSem,46,100,77,2026-02-15
S00800,SUB010,Lab,64,100,90,2026-02-27
S00801,SUB001,Lab,51,100,65,2026-02-19
S00801,SUB002,IA1,44,100,79,2026-01-22
S00801,SUB003,EndSem,33,100,66,2026-01-13
S00801,SUB004,EndSem,68,100,100,2026-02-11
S00801,SUB005,IA1,57,100,64,2026-02-12
S00801,SUB006,Lab,51,100,82,2026-02-27
S00801,SUB007,IA1,83,100,86,2026-02-06
S00801,SUB008,EndSem,41,100,74,2026-02-17
S00801,SUB009,EndSem,74,100,70,2026-01-14
S00801,SUB010,Lab,32,100,67,2026-01-31
S00802,SUB001,EndSem,57,100,68,2026-02-19
S00802,SUB002,IA1,41,100,84,2026-02-23
S00802,SUB003,EndSem,33,100,76,2026-01-20
S00802,SUB004,Lab,35,100,76,2026-03-07
S00802,SUB005,Lab,76,100,60,2026-03-07
S00802,SUB006,EndSem,33,100,67,2026-03-03
S00802,SUB007,IA1,67,100,64,2026-01-25
S00802,SUB008,EndSem,81,100,97,2026-02-22
S00802,SUB009,IA1,43,100,63,2026-03-10
S00802,SUB010,EndSem,55,100,74,2026-02-10
S00803,SUB001,IA2,75,100,93,2026-02-05
S00803,SUB002,EndSem,53,100,88,2026-02-14
S00803,SUB003,IA2,79,100,82,2026-02-11
S00803,SUB004,IA1,40,100,69,2026-01-25
S00803,SUB005,IA1,79,100,78,2026-02-05
S00803,SUB006,Lab,33,100,67,2026-01-20
S00803,SUB007,Lab,75,100,75,2026-02-04
S00803,SUB008,IA2,51,100,68,2026-03-02
S00803,SUB009,EndSem,62,100,92,2026-03-03
S00803,SUB010,EndSem,76,100,61,2026-02-14
S00804,SUB001,Lab,73,100,76,2026-01-26
S00804,SUB002,Lab,72,100,88,2026-01-20
S00804,SUB003,Lab,56,100,81,2026-03-10
S00804,SUB004,IA1,32,100,85,2026-01-26
S00804,SUB005,Lab,75,100,85,2026-01-16
S00804,SUB006,EndSem,36,100,99,2026-02-25
S00804,SUB007,IA1,69,100,80,2026-01-29
S00804,SUB008,EndSem,65,100,86,2026-03-08
S00804,SUB009,EndSem,31,100,63,2026-02-12
S00804,SUB010,Lab,49,100,70,2026-02-07
S00805,SUB001,IA2,52,100,66,2026-01-29
S00805,SUB002,Lab,90,100,68,2026-03-01
S00805,SUB003,IA1,33,100,77,2026-02-08
S00805,SUB004,IA1,67,100,100,2026-02-11
S00805,SUB005,IA1,46,100,92,2026-02-11
S00805,SUB006,EndSem,78,100,71,2026-01-17
S00805,SUB007,EndSem,40,100,72,2026-02-14
S00805,SUB008,EndSem,57,100,66,2026-01-27
S00805,SUB009,EndSem,33,100,100,2026-01-29
S00805,SUB010,IA1,62,100,81,2026-01-14
S00806,SUB001,EndSem,31,100,83,2026-01-14
S00806,SUB002,EndSem,38,100,80,2026-01-17
S00806,SUB003,Lab,77,100,74,2026-02-22
S00806,SUB004,EndSem,63,100,77,2026-01-21
S00806,SUB005,IA2,66,100,93,2026-03-03
S00806,SUB006,IA1,30,100,74,2026-01-21
S00806,SUB007,EndSem,34,100,81,2026-02-20
S00806,SUB008,Lab,51,100,99,2026-02-16
S00806,SUB009,IA2,83,100,96,2026-02-10
S00806,SUB010,Lab,40,100,100,2026-02-02
S00807,SUB001,EndSem,64,100,100,2026-02-25
S00807,SUB002,Lab,74,100,73,2026-02-06
S00807,SUB003,IA2,60,100,80,2026-01-26
S00807,SUB004,EndSem,76,100,80,2026-02-14
S00807,SUB005,IA1,84,100,63,2026-02-04
S00807,SUB006,IA2,76,100,78,2026-01-19
S00807,SUB007,Lab,61,100,67,2026-01-27
S00807,SUB008,IA2,39,100,70,2026-03-06
S00807,SUB009,Lab,55,100,84,2026-03-06
S00807,SUB010,EndSem,68,100,83,2026-03-11
S00808,SUB001,IA2,61,100,62,2026-01-17
S00808,SUB002,IA2,50,100,80,2026-02-10
S00808,SUB003,Lab,72,100,69,2026-03-05
S00808,SUB004,IA1,77,100,87,2026-02-28
S00808,SUB005,Lab,32,100,79,2026-03-09
S00808,SUB006,Lab,72,100,92,2026-01-27
S00808,SUB007,EndSem,80,100,75,2026-02-26
S00808,SUB008,IA2,46,100,66,2026-02-04
S00808,SUB009,Lab,36,100,89,2026-02-08
S00808,SUB010,IA1,68,100,97,2026-02-20
S00809,SUB001,IA1,43,100,78,2026-02-11
S00809,SUB002,Lab,35,100,68,2026-02-14
S00809,SUB003,IA1,65,100,84,2026-01-15
S00809,SUB004,Lab,58,100,61,2026-01-27
S00809,SUB005,EndSem,59,100,99,2026-01-28
S00809,SUB006,IA1,66,100,82,2026-02-08
S00809,SUB007,EndSem,57,100,63,2026-02-14
S00809,SUB008,EndSem,70,100,65,2026-02-04
S00809,SUB009,EndSem,77,100,70,2026-02-14
S00809,SUB010,IA2,47,100,94,2026-01-15
S00810,SUB001,Lab,53,100,78,2026-02-16
S00810,SUB002,IA2,49,100,100,2026-02-21
S00810,SUB003,IA1,77,100,73,2026-02-22
S00810,SUB004,IA1,59,100,97,2026-02-12
S00810,SUB005,EndSem,54,100,95,2026-02-03
S00810,SUB006,Lab,75,100,88,2026-02-08
S00810,SUB007,Lab,78,100,94,2026-01-14
S00810,SUB008,IA2,72,100,64,2026-03-02
S00810,SUB009,IA2,67,100,89,2026-02-09
S00810,SUB010,IA2,67,100,65,2026-03-05
S00811,SUB001,IA2,88,100,80,2026-01-23
S00811,SUB002,EndSem,76,100,68,2026-01-15
S00811,SUB003,IA2,56,100,73,2026-02-12
S00811,SUB004,Lab,62,100,93,2026-02-11
S00811,SUB005,Lab,46,100,95,2026-02-18
S00811,SUB006,Lab,43,100,70,2026-03-03
S00811,SUB007,IA1,57,100,94,2026-02-02
S00811,SUB008,IA1,68,100,98,2026-01-15
S00811,SUB009,EndSem,39,100,87,2026-02-21
S00811,SUB010,IA1,72,100,99,2026-02-21
S00812,SUB001,EndSem,73,100,84,2026-03-01
S00812,SUB002,IA1,39,100,92,2026-02-26
S00812,SUB003,IA1,80,100,82,2026-03-13
S00812,SUB004,EndSem,82,100,83,2026-03-05
S00812,SUB005,IA1,55,100,78,2026-02-04
S00812,SUB006,IA1,33,100,77,2026-01-30
S00812,SUB007,IA1,31,100,80,2026-03-02
S00812,SUB008,EndSem,70,100,79,2026-02-20
S00812,SUB009,EndSem,43,100,89,2026-01-18
S00812,SUB010,IA2,38,100,100,2026-02-15
S00813,SUB001,IA2,37,100,83,2026-02-04
S00813,SUB002,IA1,58,100,91,2026-02-11
S00813,SUB003,IA2,76,100,68,2026-03-03
S00813,SUB004,Lab,46,100,91,2026-02-01
S00813,SUB005,IA1,79,100,68,2026-01-21
S00813,SUB006,Lab,83,100,91,2026-01-25
S00813,SUB007,IA2,52,100,84,2026-02-11
S00813,SUB008,IA1,44,100,72,2026-02-25
S00813,SUB009,Lab,90,100,79,2026-02-18
S00813,SUB010,IA2,37,100,70,2026-01-24
S00814,SUB001,EndSem,72,100,69,2026-02-20
S00814,SUB002,EndSem,45,100,67,2026-03-10
S00814,SUB003,IA1,79,100,92,2026-03-10
S00814,SUB004,IA1,58,100,61,2026-02-01
S00814,SUB005,EndSem,43,100,80,2026-01-31
S00814,SUB006,IA1,39,100,81,2026-01-14
S00814,SUB007,EndSem,35,100,72,2026-02-17
S00814,SUB008,EndSem,50,100,61,2026-01-15
S00814,SUB009,EndSem,44,100,71,2026-01-14
S00814,SUB010,EndSem,78,100,77,2026-02-06
S00815,SUB001,Lab,41,100,72,2026-02-21
S00815,SUB002,Lab,64,100,98,2026-02-21
S00815,SUB003,IA1,89,100,70,2026-02-02
S00815,SUB004,Lab,87,100,64,2026-02-05
S00815,SUB005,IA1,44,100,76,2026-02-08
S00815,SUB006,EndSem,44,100,93,2026-03-07
S00815,SUB007,IA1,30,100,75,2026-01-31
S00815,SUB008,Lab,46,100,61,2026-01-31
S00815,SUB009,IA2,79,100,86,2026-01-28
S00815,SUB010,IA2,56,100,83,2026-02-26
S00816,SUB001,IA1,67,100,66,2026-01-13
S00816,SUB002,EndSem,30,100,72,2026-02-06
S00816,SUB003,EndSem,71,100,61,2026-01-21
S00816,SUB004,Lab,41,100,70,2026-01-24
S00816,SUB005,EndSem,54,100,75,2026-03-08
S00816,SUB006,EndSem,38,100,82,2026-01-22
S00816,SUB007,EndSem,62,100,88,2026-02-04
S00816,SUB008,Lab,49,100,92,2026-02-23
S00816,SUB009,IA2,43,100,68,2026-02-22
S00816,SUB010,IA1,59,100,88,2026-03-02
S00817,SUB001,EndSem,86,100,86,2026-03-06
S00817,SUB002,IA1,90,100,82,2026-03-07
S00817,SUB003,IA1,33,100,76,2026-01-24
S00817,SUB004,Lab,49,100,65,2026-02-09
S00817,SUB005,Lab,69,100,70,2026-02-02
S00817,SUB006,Lab,80,100,86,2026-02-26
S00817,SUB007,EndSem,44,100,64,2026-01-26
S00817,SUB008,IA2,34,100,89,2026-02-24
S00817,SUB009,Lab,37,100,66,2026-03-03
S00817,SUB010,EndSem,73,100,70,2026-01-30
S00818,SUB001,Lab,43,100,95,2026-01-23
S00818,SUB002,Lab,84,100,64,2026-03-13
S00818,SUB003,EndSem,72,100,84,2026-02-19
S00818,SUB004,IA1,74,100,80,2026-02-06
S00818,SUB005,IA2,68,100,97,2026-01-20
S00818,SUB006,IA2,63,100,91,2026-03-02
S00818,SUB007,IA1,53,100,91,2026-02-23
S00818,SUB008,EndSem,52,100,86,2026-01-15
S00818,SUB009,IA2,79,100,74,2026-02-18
S00818,SUB010,Lab,86,100,82,2026-02-17
S00819,SUB001,IA1,61,100,86,2026-01-28
S00819,SUB002,EndSem,64,100,72,2026-03-11
S00819,SUB003,EndSem,90,100,91,2026-02-20
S00819,SUB004,EndSem,81,100,64,2026-02-02
S00819,SUB005,IA2,59,100,98,2026-03-04
S00819,SUB006,IA1,31,100,75,2026-02-20
S00819,SUB007,IA2,71,100,91,2026-02-15
S00819,SUB008,IA1,50,100,70,2026-02-03
S00819,SUB009,IA2,51,100,87,2026-01-15
S00819,SUB010,IA2,61,100,74,2026-03-10
S00820,SUB001,IA2,43,100,95,2026-03-12
S00820,SUB002,EndSem,61,100,60,2026-01-29
S00820,SUB003,EndSem,56,100,82,2026-01-22
S00820,SUB004,IA1,59,100,96,2026-03-13
S00820,SUB005,IA1,88,100,100,2026-01-24
S00820,SUB006,IA2,87,100,83,2026-02-21
S00820,SUB007,IA2,64,100,63,2026-02-03
S00820,SUB008,Lab,72,100,79,2026-02-12
S00820,SUB009,IA2,41,100,97,2026-03-09
S00820,SUB010,Lab,77,100,80,2026-02-24
S00821,SUB001,IA2,47,100,64,2026-02-06
S00821,SUB002,IA2,34,100,85,2026-02-04
S00821,SUB003,IA2,79,100,84,2026-01-25
S00821,SUB004,Lab,48,100,96,2026-03-10
S00821,SUB005,EndSem,80,100,69,2026-01-29
S00821,SUB006,Lab,90,100,94,2026-03-06
S00821,SUB007,Lab,70,100,88,2026-02-20
S00821,SUB008,IA1,67,100,100,2026-01-15
S00821,SUB009,IA1,70,100,93,2026-01-17
S00821,SUB010,EndSem,66,100,95,2026-02-17
S00822,SUB001,EndSem,37,100,81,2026-03-07
S00822,SUB002,Lab,64,100,98,2026-01-28
S00822,SUB003,EndSem,65,100,61,2026-01-30
S00822,SUB004,Lab,88,100,77,2026-02-02
S00822,SUB005,IA1,61,100,69,2026-01-26
S00822,SUB006,EndSem,59,100,90,2026-03-03
S00822,SUB007,Lab,70,100,69,2026-01-31
S00822,SUB008,Lab,71,100,78,2026-02-16
S00822,SUB009,EndSem,43,100,60,2026-01-14
S00822,SUB010,Lab,60,100,100,2026-01-25
S00823,SUB001,EndSem,83,100,96,2026-01-22
S00823,SUB002,EndSem,69,100,89,2026-03-05
S00823,SUB003,IA1,39,100,96,2026-01-30
S00823,SUB004,Lab,90,100,79,2026-02-08
S00823,SUB005,EndSem,37,100,79,2026-02-17
S00823,SUB006,Lab,65,100,81,2026-01-17
S00823,SUB007,IA1,35,100,97,2026-03-08
S00823,SUB008,EndSem,88,100,73,2026-01-23
S00823,SUB009,EndSem,65,100,67,2026-01-31
S00823,SUB010,IA2,55,100,89,2026-01-16
S00824,SUB001,IA2,67,100,98,2026-03-08
S00824,SUB002,IA1,74,100,83,2026-02-15
S00824,SUB003,Lab,49,100,82,2026-01-29
S00824,SUB004,Lab,75,100,77,2026-03-11
S00824,SUB005,IA1,83,100,75,2026-02-22
S00824,SUB006,IA1,53,100,66,2026-01-22
S00824,SUB007,Lab,43,100,95,2026-01-24
S00824,SUB008,Lab,53,100,74,2026-01-25
S00824,SUB009,IA2,35,100,73,2026-02-21
S00824,SUB010,Lab,89,100,98,2026-02-03
S00825,SUB001,IA2,63,100,73,2026-02-18
S00825,SUB002,EndSem,66,100,81,2026-03-10
S00825,SUB003,IA2,82,100,70,2026-01-25
S00825,SUB004,Lab,86,100,89,2026-03-01
S00825,SUB005,EndSem,57,100,67,2026-01-18
S00825,SUB006,EndSem,40,100,96,2026-02-08
S00825,SUB007,EndSem,89,100,79,2026-03-04
S00825,SUB008,Lab,40,100,90,2026-01-24
S00825,SUB009,IA2,75,100,93,2026-02-26
S00825,SUB010,Lab,90,100,90,2026-03-01
S00826,SUB001,IA2,74,100,70,2026-02-13
S00826,SUB002,EndSem,70,100,72,2026-01-30
S00826,SUB003,IA1,61,100,70,2026-03-12
S00826,SUB004,IA2,87,100,74,2026-01-17
S00826,SUB005,Lab,37,100,96,2026-02-03
S00826,SUB006,IA2,74,100,66,2026-02-13
S00826,SUB007,IA1,81,100,78,2026-02-24
S00826,SUB008,IA1,61,100,75,2026-01-21
S00826,SUB009,Lab,40,100,77,2026-03-08
S00826,SUB010,Lab,30,100,95,2026-01-22
S00827,SUB001,Lab,83,100,93,2026-02-20
S00827,SUB002,EndSem,70,100,87,2026-03-13
S00827,SUB003,IA1,30,100,66,2026-03-04
S00827,SUB004,IA1,54,100,96,2026-03-12
S00827,SUB005,EndSem,81,100,70,2026-03-06
S00827,SUB006,EndSem,72,100,73,2026-03-02
S00827,SUB007,EndSem,85,100,78,2026-02-06
S00827,SUB008,IA2,64,100,94,2026-02-03
S00827,SUB009,Lab,54,100,66,2026-03-05
S00827,SUB010,IA2,68,100,83,2026-02-24
S00828,SUB001,IA2,75,100,73,2026-01-30
S00828,SUB002,Lab,34,100,72,2026-01-24
S00828,SUB003,IA2,45,100,60,2026-03-04
S00828,SUB004,Lab,41,100,97,2026-01-31
S00828,SUB005,IA1,54,100,73,2026-02-09
S00828,SUB006,Lab,69,100,85,2026-01-29
S00828,SUB007,IA1,87,100,77,2026-01-19
S00828,SUB008,EndSem,58,100,93,2026-02-13
S00828,SUB009,Lab,64,100,86,2026-03-08
S00828,SUB010,Lab,77,100,86,2026-03-03
S00829,SUB001,IA2,49,100,84,2026-01-17
S00829,SUB002,IA1,46,100,80,2026-01-29
S00829,SUB003,IA1,52,100,63,2026-01-16
S00829,SUB004,EndSem,72,100,99,2026-03-03
S00829,SUB005,IA1,59,100,63,2026-02-16
S00829,SUB006,IA1,64,100,83,2026-02-24
S00829,SUB007,Lab,81,100,99,2026-03-13
S00829,SUB008,IA2,77,100,98,2026-01-26
S00829,SUB009,IA1,63,100,88,2026-02-15
S00829,SUB010,IA2,31,100,61,2026-03-12
S00830,SUB001,IA2,40,100,73,2026-03-03
S00830,SUB002,EndSem,63,100,70,2026-01-30
S00830,SUB003,EndSem,75,100,68,2026-03-12
S00830,SUB004,EndSem,32,100,77,2026-01-25
S00830,SUB005,EndSem,80,100,86,2026-02-14
S00830,SUB006,IA2,82,100,68,2026-02-08
S00830,SUB007,IA1,31,100,92,2026-03-01
S00830,SUB008,Lab,68,100,82,2026-02-28
S00830,SUB009,EndSem,56,100,85,2026-01-13
S00830,SUB010,IA1,39,100,98,2026-01-15
S00831,SUB001,Lab,76,100,91,2026-02-04
S00831,SUB002,IA2,35,100,97,2026-03-13
S00831,SUB003,IA1,42,100,87,2026-02-14
S00831,SUB004,Lab,30,100,70,2026-02-08
S00831,SUB005,Lab,62,100,70,2026-03-02
S00831,SUB006,IA1,88,100,71,2026-02-26
S00831,SUB007,EndSem,74,100,89,2026-02-04
S00831,SUB008,Lab,59,100,62,2026-02-14
S00831,SUB009,Lab,50,100,91,2026-02-15
S00831,SUB010,EndSem,57,100,100,2026-01-31
S00832,SUB001,Lab,61,100,61,2026-03-05
S00832,SUB002,Lab,30,100,68,2026-03-02
S00832,SUB003,IA1,76,100,67,2026-01-14
S00832,SUB004,EndSem,70,100,97,2026-03-03
S00832,SUB005,IA1,83,100,75,2026-01-17
S00832,SUB006,IA1,40,100,76,2026-02-08
S00832,SUB007,IA1,64,100,86,2026-03-01
S00832,SUB008,IA1,84,100,72,2026-03-07
S00832,SUB009,EndSem,62,100,86,2026-03-01
S00832,SUB010,IA1,51,100,70,2026-01-28
S00833,SUB001,EndSem,54,100,88,2026-03-01
S00833,SUB002,Lab,38,100,66,2026-01-22
S00833,SUB003,EndSem,49,100,92,2026-02-23
S00833,SUB004,EndSem,62,100,60,2026-01-22
S00833,SUB005,Lab,80,100,80,2026-02-02
S00833,SUB006,IA2,72,100,76,2026-03-02
S00833,SUB007,IA2,38,100,96,2026-01-18
S00833,SUB008,IA1,58,100,93,2026-02-28
S00833,SUB009,IA1,86,100,95,2026-02-19
S00833,SUB010,EndSem,53,100,83,2026-02-10
S00834,SUB001,Lab,63,100,79,2026-02-14
S00834,SUB002,Lab,45,100,73,2026-02-18
S00834,SUB003,IA2,87,100,66,2026-02-08
S00834,SUB004,Lab,39,100,92,2026-02-01
S00834,SUB005,IA2,69,100,78,2026-02-25
S00834,SUB006,Lab,44,100,71,2026-01-20
S00834,SUB007,Lab,56,100,65,2026-02-26
S00834,SUB008,IA2,66,100,92,2026-02-06
S00834,SUB009,IA2,82,100,96,2026-01-25
S00834,SUB010,IA2,65,100,68,2026-02-24
S00835,SUB001,IA2,36,100,73,2026-03-04
S00835,SUB002,EndSem,86,100,90,2026-02-05
S00835,SUB003,IA2,39,100,65,2026-01-25
S00835,SUB004,EndSem,76,100,100,2026-02-19
S00835,SUB005,IA1,37,100,93,2026-03-11
S00835,SUB006,EndSem,84,100,83,2026-02-26
S00835,SUB007,EndSem,75,100,88,2026-03-03
S00835,SUB008,EndSem,75,100,68,2026-02-06
S00835,SUB009,EndSem,55,100,76,2026-02-17
S00835,SUB010,Lab,35,100,99,2026-02-13
S00836,SUB001,IA2,89,100,92,2026-01-15
S00836,SUB002,Lab,72,100,93,2026-03-10
S00836,SUB003,EndSem,41,100,86,2026-02-14
S00836,SUB004,Lab,64,100,86,2026-03-12
S00836,SUB005,IA1,37,100,71,2026-02-22
S00836,SUB006,EndSem,82,100,93,2026-01-30
S00836,SUB007,Lab,78,100,80,2026-02-18
S00836,SUB008,Lab,61,100,80,2026-02-24
S00836,SUB009,IA2,49,100,64,2026-02-18
S00836,SUB010,Lab,66,100,96,2026-01-24
S00837,SUB001,IA1,55,100,98,2026-02-14
S00837,SUB002,Lab,85,100,99,2026-01-26
S00837,SUB003,EndSem,58,100,98,2026-03-04
S00837,SUB004,EndSem,64,100,75,2026-03-08
S00837,SUB005,IA1,33,100,61,2026-02-10
S00837,SUB006,IA1,63,100,95,2026-02-15
S00837,SUB007,IA2,88,100,76,2026-01-28
S00837,SUB008,EndSem,34,100,80,2026-02-26
S00837,SUB009,IA2,75,100,89,2026-01-14
S00837,SUB010,EndSem,31,100,91,2026-02-11
S00838,SUB001,IA2,40,100,76,2026-01-19
S00838,SUB002,Lab,47,100,87,2026-02-24
S00838,SUB003,IA1,71,100,73,2026-02-12
S00838,SUB004,Lab,69,100,82,2026-01-28
S00838,SUB005,Lab,88,100,72,2026-02-27
S00838,SUB006,EndSem,41,100,84,2026-02-16
S00838,SUB007,EndSem,66,100,96,2026-01-13
S00838,SUB008,EndSem,40,100,76,2026-03-06
S00838,SUB009,EndSem,68,100,70,2026-03-02
S00838,SUB010,EndSem,78,100,97,2026-01-18
S00839,SUB001,IA2,50,100,69,2026-02-04
S00839,SUB002,IA1,43,100,95,2026-02-12
S00839,SUB003,EndSem,70,100,87,2026-03-09
S00839,SUB004,IA2,35,100,76,2026-02-20
S00839,SUB005,IA2,43,100,74,2026-01-22
S00839,SUB006,IA2,58,100,97,2026-02-19
S00839,SUB007,IA1,82,100,64,2026-03-13
S00839,SUB008,Lab,74,100,87,2026-02-09
S00839,SUB009,EndSem,55,100,66,2026-01-30
S00839,SUB010,EndSem,67,100,66,2026-02-04
S00840,SUB001,IA1,48,100,79,2026-02-05
S00840,SUB002,Lab,70,100,84,2026-02-08
S00840,SUB003,IA2,57,100,83,2026-01-16
S00840,SUB004,EndSem,47,100,78,2026-02-27
S00840,SUB005,IA2,76,100,95,2026-01-30
S00840,SUB006,IA2,79,100,97,2026-01-23
S00840,SUB007,EndSem,34,100,67,2026-02-20
S00840,SUB008,IA2,47,100,80,2026-02-22
S00840,SUB009,Lab,54,100,96,2026-01-25
S00840,SUB010,IA1,52,100,61,2026-02-08
S00841,SUB001,IA1,62,100,69,2026-03-07
S00841,SUB002,EndSem,77,100,88,2026-02-05
S00841,SUB003,IA1,33,100,63,2026-03-06
S00841,SUB004,IA2,82,100,94,2026-02-04
S00841,SUB005,EndSem,74,100,74,2026-02-08
S00841,SUB006,IA2,64,100,92,2026-03-06
S00841,SUB007,IA2,88,100,88,2026-02-11
S00841,SUB008,IA2,42,100,93,2026-03-13
S00841,SUB009,IA2,54,100,93,2026-02-26
S00841,SUB010,Lab,69,100,100,2026-02-03
S00842,SUB001,Lab,77,100,81,2026-01-18
S00842,SUB002,IA2,85,100,69,2026-01-28
S00842,SUB003,Lab,47,100,91,2026-03-12
S00842,SUB004,EndSem,32,100,60,2026-02-20
S00842,SUB005,IA2,84,100,64,2026-02-19
S00842,SUB006,IA2,48,100,96,2026-01-18
S00842,SUB007,Lab,48,100,63,2026-01-21
S00842,SUB008,Lab,55,100,97,2026-03-10
S00842,SUB009,EndSem,68,100,94,2026-01-19
S00842,SUB010,EndSem,74,100,89,2026-02-22
S00843,SUB001,IA1,51,100,84,2026-02-14
S00843,SUB002,Lab,65,100,83,2026-02-23
S00843,SUB003,Lab,70,100,66,2026-01-29
S00843,SUB004,EndSem,50,100,87,2026-02-17
S00843,SUB005,IA2,58,100,94,2026-02-05
S00843,SUB006,IA2,67,100,77,2026-01-17
S00843,SUB007,Lab,30,100,67,2026-01-27
S00843,SUB008,Lab,56,100,75,2026-03-11
S00843,SUB009,EndSem,39,100,99,2026-02-18
S00843,SUB010,IA2,35,100,69,2026-03-03
S00844,SUB001,EndSem,43,100,90,2026-03-06
S00844,SUB002,Lab,74,100,80,2026-01-25
S00844,SUB003,IA1,39,100,73,2026-02-04
S00844,SUB004,Lab,84,100,65,2026-02-17
S00844,SUB005,IA2,87,100,73,2026-02-24
S00844,SUB006,Lab,52,100,80,2026-02-25
S00844,SUB007,IA1,31,100,77,2026-02-02
S00844,SUB008,Lab,36,100,67,2026-02-04
S00844,SUB009,IA1,78,100,75,2026-03-12
S00844,SUB010,IA1,68,100,67,2026-02-18
S00845,SUB001,EndSem,77,100,89,2026-01-21
S00845,SUB002,IA2,32,100,67,2026-03-08
S00845,SUB003,IA1,31,100,71,2026-02-14
S00845,SUB004,IA1,69,100,69,2026-03-12
S00845,SUB005,Lab,33,100,82,2026-02-13
S00845,SUB006,EndSem,58,100,63,2026-01-22
S00845,SUB007,Lab,68,100,74,2026-02-27
S00845,SUB008,EndSem,67,100,100,2026-01-23
S00845,SUB009,EndSem,53,100,78,2026-02-16
S00845,SUB010,IA1,57,100,68,2026-01-25
S00846,SUB001,EndSem,31,100,71,2026-02-18
S00846,SUB002,Lab,67,100,66,2026-01-23
S00846,SUB003,Lab,47,100,98,2026-01-27
S00846,SUB004,Lab,70,100,64,2026-02-10
S00846,SUB005,EndSem,82,100,62,2026-02-04
S00846,SUB006,EndSem,90,100,99,2026-02-02
S00846,SUB007,IA2,40,100,64,2026-03-11
S00846,SUB008,EndSem,68,100,79,2026-02-15
S00846,SUB009,Lab,72,100,76,2026-02-07
S00846,SUB010,IA1,77,100,78,2026-02-14
S00847,SUB001,IA2,46,100,69,2026-01-25
S00847,SUB002,EndSem,39,100,91,2026-02-23
S00847,SUB003,IA1,40,100,65,2026-02-10
S00847,SUB004,IA2,48,100,63,2026-02-23
S00847,SUB005,EndSem,67,100,77,2026-01-22
S00847,SUB006,IA2,78,100,64,2026-01-28
S00847,SUB007,Lab,65,100,73,2026-02-24
S00847,SUB008,EndSem,85,100,80,2026-01-21
S00847,SUB009,EndSem,37,100,67,2026-02-22
S00847,SUB010,EndSem,81,100,60,2026-02-14
S00848,SUB001,IA1,61,100,96,2026-01-14
S00848,SUB002,IA1,70,100,68,2026-02-08
S00848,SUB003,IA1,50,100,80,2026-01-16
S00848,SUB004,IA2,48,100,70,2026-03-04
S00848,SUB005,Lab,83,100,95,2026-02-24
S00848,SUB006,IA2,82,100,96,2026-01-13
S00848,SUB007,Lab,49,100,81,2026-02-17
S00848,SUB008,EndSem,86,100,73,2026-01-22
S00848,SUB009,IA1,48,100,83,2026-02-26
S00848,SUB010,IA1,30,100,62,2026-01-23
S00849,SUB001,EndSem,73,100,86,2026-02-27
S00849,SUB002,IA1,56,100,60,2026-01-17
S00849,SUB003,Lab,30,100,80,2026-01-21
S00849,SUB004,EndSem,46,100,89,2026-01-16
S00849,SUB005,IA1,43,100,70,2026-03-11
S00849,SUB006,IA2,87,100,81,2026-03-06
S00849,SUB007,EndSem,33,100,100,2026-02-09
S00849,SUB008,EndSem,44,100,89,2026-02-04
S00849,SUB009,IA2,58,100,87,2026-02-26
S00849,SUB010,IA1,49,100,92,2026-02-07
S00850,SUB001,IA1,62,100,85,2026-02-17
S00850,SUB002,EndSem,64,100,63,2026-01-16
S00850,SUB003,IA1,75,100,78,2026-02-22
S00850,SUB004,IA2,89,100,81,2026-01-16
S00850,SUB005,IA2,90,100,99,2026-01-31
S00850,SUB006,EndSem,43,100,87,2026-02-27
S00850,SUB007,EndSem,54,100,87,2026-02-22
S00850,SUB008,IA1,33,100,61,2026-01-25
S00850,SUB009,Lab,59,100,98,2026-02-20
S00850,SUB010,IA1,71,100,90,2026-02-17
S00851,SUB001,EndSem,58,100,78,2026-03-08
S00851,SUB002,EndSem,85,100,97,2026-02-17
S00851,SUB003,IA2,72,100,73,2026-02-01
S00851,SUB004,IA1,67,100,72,2026-01-15
S00851,SUB005,IA1,49,100,88,2026-01-30
S00851,SUB006,EndSem,56,100,64,2026-03-04
S00851,SUB007,EndSem,60,100,90,2026-01-31
S00851,SUB008,EndSem,68,100,66,2026-02-15
S00851,SUB009,Lab,34,100,90,2026-01-19
S00851,SUB010,IA1,89,100,75,2026-02-05
S00852,SUB001,Lab,39,100,88,2026-01-22
S00852,SUB002,Lab,77,100,88,2026-03-12
S00852,SUB003,IA2,34,100,69,2026-02-11
S00852,SUB004,IA1,68,100,73,2026-01-18
